	empirical_pVal (A375)	empirical_pVal (A549)	empirical_pVal (BT20)	empirical_pVal (LNCAP)	empirical_pVal (MCF7)	empirical_pVal (MDAMB231)	empirical_pVal (PC3)	Ave_pVal
GNG12	0.00095	0.01825	0.02598	0.24458	0.82165	0.06675	0.74334	0.2745
CD2	0.00371	0.7689	0.38499	0.03393	0.58467	0.04541	0.10021	0.274545714286
MOGS	0.03309	0.1594	0.214	0.48286	0.6297	0.24035	0.16245	0.27455
BACE1	0.08319	0.57542	0.83443	0.06046	0.00901	0.21244	0.1474	0.274621428571
NEUROD1	0.16985	0.02447	0.75031	0.28108	0.38774	0.01017	0.2989	0.274645714286
NFRKB	0.1819	0.207	0.00759	0.5052	0.80432	0.19948	0.01707	0.274651428571
SLCO4C1	0.0137	0.54079	0.049	0.35234	0.0065	0.8797	0.08064	0.274667142857
TRMT1L	0.40815	0.36268	0.52737	0.06271	0.46241	0.04954	0.0505	0.274765714286
CYP4F8	0.01889	0.78962	0.47571	0.29061	0.2649	0.06217	0.02164	0.274791428571
AKT3	0.00013	0.81655	0.19896	0.04401	0.34249	0.47806	0.0436	0.274828571429
NIPSNAP1	0.378	0.62705	0.20558	1e-05	1e-05	0.39109	0.3221	0.274834285714
PRRG1	0.23373	0.83629	0.00944	1e-05	0.00898	0.51954	0.31627	0.274894285714
SSBP2	0.15863	0.97436	0.46364	0.10457	0.01701	0.19658	0.00955	0.274905714286
C14ORF2	0.77741	0.08258	0.01129	0.00106	0.00702	0.52965	0.51602	0.275004285714
KYNU	0.8567	0.32929	0.00959	0.03484	0.05951	0.28561	0.34958	0.275017142857
HSPA4	0.37184	0.16345	0.48217	0.00019	0.05111	0.84176	0.01477	0.275041428571
SLC26A6	0.40383	0.18375	0.56056	0.01391	0.00016	0.02695	0.73631	0.275067142857
MACROD1	0.00275	0.1253	0.21358	0.40609	0.0123	0.45217	0.71342	0.275087142857
UBAP1	0.00062	0.59584	0.03476	0.03978	0.23095	0.94042	0.08338	0.275107142857
CHMP1A	1e-05	0.38717	0.05305	0.51543	4e-05	0.83141	0.13887	0.27514
CIZ1	0.08121	0.15671	0.49166	0.34664	0.54247	0.29447	0.01379	0.275278571429
PRKACA	0.02149	0.84443	0.75207	0.0691	0.10646	0.08857	0.0455	0.275374285714
ARMCX6	0.50721	0.05992	0.78699	0.02294	0.01402	0.41699	0.11977	0.275405714286
MRAS	0.65942	0.22833	1e-05	0.12467	1e-05	0.13165	0.78381	0.275414285714
TBC1D5	0.56968	0.03328	0.39357	0.01122	0.17585	0.54943	0.19598	0.275572857143
FAT1	0.09101	0.71835	1e-05	0.06662	0.05064	0.27014	0.73239	0.275594285714
SETD1A	0.02492	0.3081	0.20006	0.05844	0.35946	0.52026	0.45801	0.275607142857
FNTA	0.0032	0.097	0.73171	0.13527	0.05336	0.81911	0.08966	0.275615714286
RAP1A	0.14597	0.01435	0.74249	0.02465	0.35272	0.00317	0.6461	0.275635714286
GNAI1	0.2133	0.65985	0.44729	0.0192	0.09381	0.30768	0.18854	0.275667142857
PDCD1	0.00015	0.74547	0.19614	0.31135	0.61203	0.05148	0.01472	0.275905714286
KIAA0485	0.05225	1e-05	0.68767	0.1666	0.00282	0.97029	0.05341	0.27615
HIST1H3A	0.0331	0.79479	0.22224	0.00082	0.56687	0.15002	0.16567	0.276215714286
DSTYK	0.35774	0.32634	0.19114	0.2245	0.3191	0.40212	0.11275	0.276241428571
PODXL2	2e-05	0.8288	0.04328	0.05371	0.28983	0.34322	0.37511	0.276281428571
TMED10	0.94997	0.17266	0.15637	9e-05	0.00043	0.09776	0.55752	0.2764
CPD	0.02623	0.35844	0.6634	0.0494	0.58524	0.09587	0.15647	0.276435714286
RABGGTB	0.06627	0.22238	0.25352	0.02634	0.50831	0.35415	0.50472	0.276527142857
PECR	0.65839	0.31609	0.13109	0.01579	0.00035	0.10658	0.70765	0.276562857143
CORT	0.09797	0.1099	0.66112	0.21411	0.02921	0.46399	0.3597	0.276571428571
KLF2	0.21231	0.98421	0.16853	0.34923	0.15575	0.05632	0.00977	0.276588571429
ESRRG	0.00805	0.14999	0.82452	0.0021	5e-05	0.9381	0.01347	0.276611428571
RAB4B	0.11599	0.62497	0.16508	0.00948	0.18445	0.31101	0.52549	0.276638571429
BTRC	0.37653	0.06717	0.44792	0.17196	0.01506	0.2716	0.58639	0.276661428571
NME5	0.30166	0.17445	0.50997	4e-05	0.2989	0.4563	0.19543	0.276678571429
CDH19	0.13264	0.00239	0.01142	0.36539	0.50104	0.0106	0.91354	0.276717142857
NDUFA13	0.22318	0.33466	0.04756	0.08522	0.02059	0.26047	0.96553	0.276744285714
REEP5	0.22114	0.10594	0.56677	0.01103	0.00432	0.84351	0.18497	0.276811428571
WDR46	0.01214	0.001	0.43957	0.8127	0.12123	0.11106	0.44065	0.276907142857
GFAP	0.72348	0.00532	0.59602	0.19748	0.29278	0.00096	0.12266	0.276957142857
PSEN2	0.37256	0.45675	0.04592	0.043	3e-05	0.61215	0.40878	0.277027142857
ZMIZ2	0.41313	0.04479	0.43614	0.34655	0.00017	0.01009	0.68852	0.277055714286
NR6A1	8e-05	0.67811	0.10212	0.03403	0.04427	0.58027	0.50107	0.277135714286
BBIP1	0.53989	0.12074	0.01501	7e-05	0.38506	0.66258	0.21673	0.277154285714
LMNA	0.57416	0.49881	0.0132	0.22279	0.00425	0.50121	0.12675	0.27731
RNF220	0.04557	0.44785	0.58644	0.04953	0.22527	0.58244	0.00452	0.277374285714
PSMD7	0.00023	0.23468	0.27422	0.16536	0.17792	0.85781	0.2323	0.277502857143
PLBD1	0.05583	0.121	0.0865	0.69474	0.93733	0.04769	0.00056	0.277664285714
TRAPPC8	0.96751	0.36517	0.3388	0.05237	0.15612	0.0062	0.05804	0.277744285714
PLG	0.09759	0.00111	0.61676	0.03043	0.62016	0.18276	0.39556	0.277767142857
TBX19	0.63373	0.10862	0.05842	0.29413	0.67784	0.1474	0.02444	0.277797142857
CSRP3	0.07226	0.17966	0.01268	0.52116	0.17773	0.40897	0.57279	0.277892857143
SERPINC1	0.07745	0.01329	0.20897	0.0478	0.6973	0.88181	0.01947	0.278012857143
EDC3	0.18074	0.31611	0.82114	0.42429	0.02385	0.17808	0.00227	0.278068571429
IGFBP3	1e-05	0.00085	0.45707	0.73683	0.60419	0.05624	0.0913	0.27807
ZNF84	0.00052	0.46876	0.00029	0.13959	0.57429	0.02145	0.74201	0.27813
PSPN	0.55556	0.27716	0.01397	0.24757	0.10706	0.44955	0.29691	0.278254285714
TMBIM6	0.0007	0.0147	0.63857	0.05337	0.00166	0.55568	0.68335	0.27829
CCR1	0.00796	0.80544	0.01765	0.04101	0.85392	0.20543	0.01671	0.278302857143
KIF13B	0.283	0.4312	0.39497	0.19599	0.14043	0.17831	0.32498	0.278411428571
KRT16	0.15374	0.45307	1e-05	0.90206	1e-05	1e-05	0.4403	0.278457142857
DDX27	0.33013	0.10752	0.58845	0.0762	0.05839	0.72564	0.06335	0.278525714286
RXRA	0.0159	0.69337	0.06203	0.38728	0.09209	0.69919	0.00044	0.278614285714
RHBG	0.23356	0.48013	0.24038	0.1419	0.07322	0.07976	0.70272	0.27881
MIPEP	0.0783	0.82379	0.09314	0.00117	0.27379	0.11584	0.56606	0.27887
CCDC22	0.39776	0.11534	4e-05	0.67102	0.19192	0.5388	0.0386	0.279068571429
NOS1	0.67993	0.11206	0.03161	0.01372	0.01378	0.45547	0.64706	0.27909
MYEF2	0.00266	2e-05	0.14936	0.3219	0.83978	0.31158	0.32866	0.279137142857
RBM5	0.32799	0.50511	0.22119	0.01725	0.25812	0.02223	0.60216	0.27915
CA3	0.11277	1e-05	0.09682	0.49477	0.36098	0.29601	0.59269	0.27915
RNASEL	0.02928	0.97727	0.19352	0.00201	0.01274	0.46883	0.27052	0.279167142857
TRIP6	0.49164	0.25223	0.04089	0.07866	0.46532	0.52991	0.09609	0.279248571429
H2AFJ	0.14662	0.42627	0.78876	0.32926	0.02426	0.15312	0.08645	0.279248571429
B4GALT3	0.0002	0.00609	0.3861	0.1916	0.21827	0.59828	0.55497	0.279358571429
RUNX3	0.00016	0.08235	0.10394	0.65467	0.1844	0.32716	0.60293	0.279372857143
ICAM1	0.04647	0.58076	0.22514	0.05744	0.29257	0.60482	0.14904	0.279462857143
C9ORF167	0.91124	0.88348	0.01804	0.00461	0.05953	0.04716	0.03263	0.279527142857
DEAF1	0.25185	0.15999	0.00011	0.02794	0.57375	0.29769	0.64579	0.279588571429
APH1A	0.63723	0.09732	0.30266	0.39445	0.06364	0.45744	0.00512	0.279694285714
ABCB9	0.73482	0.39925	0.27438	0.18451	0.00141	0.17807	0.18607	0.279787142857
WDR45L	0.67543	0.58971	0.00052	0.12072	0.09241	0.19141	0.28899	0.279884285714
LOXL2	0.3255	0.1066	0.26633	0.26941	0.20335	0.39106	0.39732	0.279938571429
TRIM21	0.12544	0.33854	0.54508	0.07556	0.03874	0.6814	0.15541	0.280024285714
AATK	0.16941	0.818	0.00435	0.3367	0.07636	0.19366	0.36196	0.280062857143
KRIT1	0.70453	0.01704	0.1723	0.1038	0.65764	0.00041	0.30509	0.280115714286
ATG10	0.56206	0.50062	0.0754	0.00851	0.45321	0.29354	0.06807	0.280201428571
OASL	0.98804	0.5091	0.31678	0.00271	1e-05	0.0705	0.07538	0.28036
TBCB	0.2177	0.24972	0.04528	0.29623	0.00025	0.46564	0.68797	0.280398571429
RPL6	0.00026	0.11472	0.022	0.16298	0.7207	0.4447	0.49821	0.28051
ANXA2P1	0.59249	0.75491	0.00013	0.15379	0.03862	0.31321	0.11057	0.280531428571
CFHR2	0.80149	0.00016	0.15501	0.56052	0.03471	0.40119	0.01156	0.280662857143
TRPM2	0.26591	0.27373	8e-05	0.51584	0.17229	0.10901	0.62794	0.280685714286
PPA1	0.25438	0.87857	0.00623	0.09942	0.03257	0.67893	0.0149	0.280714285714
BBOX1	0.12589	0.37366	0.28395	0.45391	0.02675	0.06331	0.63849	0.280851428571
SH3BP2	0.54917	0.3627	0.23771	0.03136	0.52848	0.0939	0.1632	0.280931428571
SGK2	0.55967	0.28303	0.00258	0.0847	0.28896	0.36839	0.37921	0.280934285714
UBQLN2	0.04784	0.6754	0.83805	0.00443	0.0379	0.21809	0.14556	0.281038571429
C12ORF51	0.03313	0.19329	0.84431	0.12745	0.45462	0.20034	0.1142	0.281048571429
RNF14	0.94398	0.95586	0.00038	0.00012	0.00106	0.00322	0.06278	0.281057142857
DDX5	3e-05	0.66203	0.05121	0.39657	0.12525	0.43308	0.29993	0.281157142857
HOXA4	0.41316	0.00158	0.12735	0.00822	0.15122	0.92162	0.34497	0.28116
APLNR	0.31068	0.00584	0.50989	0.00986	0.66379	0.30903	0.15905	0.281162857143
SMAP1	0.44668	0.51534	0.01181	0.38846	0.21456	0.10836	0.28295	0.281165714286
PLCH1	0.3049	0.54362	0.14608	0.20497	0.11998	0.17465	0.47459	0.281255714286
COMT	0.38103	0.66117	0.00263	0.06602	0.00291	0.31064	0.54444	0.281262857143
OAS1	0.92807	0.70545	0.03905	0.02158	0.0002	0.08821	0.18646	0.281288571429
FKSG49	0.00562	0.02182	0.02847	0.19433	0.40302	0.53074	0.78522	0.281317142857
KIAA1751	0.20434	0.62992	0.5022	0.06493	0.05415	0.02075	0.49335	0.281377142857
RARRES3	0.40659	0.14347	0.24606	0.03231	0.29015	0.34194	0.50924	0.281394285714
TAF2	0.15707	0.01597	0.60043	0.54763	1e-05	0.63172	0.01713	0.281422857143
LIMA1	0.00291	0.60423	0.30505	0.02076	0.70294	0.15489	0.17943	0.281458571429
FBXO41	0.05677	0.01139	0.12201	0.72735	0.40906	0.6438	3e-05	0.281487142857
NEMF	0.11833	0.03893	0.21482	0.64285	0.02158	0.02055	0.91349	0.281507142857
PIK3CD	0.00109	0.70737	0.70098	0.03371	0.39761	0.12248	0.00898	0.281745714286
PPP1CC	0.48663	0.15907	0.01547	0.01748	0.98083	0.08568	0.2271	0.281751428571
WDR5B	0.5467	0.30323	0.01859	0.05457	0.08941	0.15275	0.80778	0.281861428571
GPR39	0.03463	0.00029	0.01295	0.86942	0.35721	0.00575	0.69294	0.281884285714
EPHB3	0.29283	0.8143	0.09012	0.0198	0.01262	0.00986	0.7338	0.281904285714
SHH	0.06589	0.15308	0.00094	0.20452	0.4631	0.15074	0.93547	0.281962857143
ATG16L1	0.23085	0.02244	0.69626	0.24596	0.07558	0.0035	0.69922	0.281972857143
ATRN	0.00416	0.64475	0.03528	0.11928	0.20529	0.69154	0.27358	0.281982857143
USP49	0.15263	0.68473	0.49359	0.49188	0.03604	0.087	0.02864	0.282072857143
FSTL4	0.07327	0.69925	0.00055	0.24021	0.61233	0.00225	0.34676	0.282088571429
FAIM2	0.53889	0.58292	0.04837	0.18815	0.31524	0.29744	0.00467	0.28224
EIF2B2	0.68296	0.15887	0.04305	0.01098	0.00053	0.16058	0.91884	0.282258571429
CXXC1	0.58431	0.00557	0.17722	0.25068	0.66725	0.28462	0.00636	0.282287142857
MAX	0.58864	0.09436	0.80578	0.01142	0.05962	0.013	0.4038	0.282374285714
LIMCH1	0.32541	0.66981	0.04476	0.00472	0.00564	0.59962	0.32734	0.282471428571
CXCL3	0.00943	0.00042	0.66386	0.01349	0.43873	0.36676	0.48467	0.28248
PRRX2	0.11437	0.92949	0.00017	0.19305	0.00755	0.70532	0.02771	0.282522857143
ZNF232	0.11743	0.00011	0.35331	0.28846	0.59049	0.01834	0.60977	0.282558571429
ATXN2L	0.10369	0.10249	0.15016	0.0346	0.11229	0.69956	0.77574	0.282647142857
ADNP2	0.22289	0.38756	3e-05	0.05231	0.58477	0.65363	0.0774	0.282655714286
CFI	0.2875	0.00024	0.03301	0.67129	0.8123	0.13678	0.03882	0.282848571429
SLC16A10	0.28147	0.0625	0.24942	0.17723	0.40553	0.56332	0.24048	0.28285
TRDN	0.0483	0.12881	0.03538	0.34759	0.68813	0.1851	0.547	0.282901428571
F8	0.37629	0.39419	0.14605	0.01922	0.17042	0.5198	0.35549	0.283065714286
SNHG3	0.0002	0.50117	0.02501	0.45613	0.14756	0.82309	0.02896	0.28316
ITGA3	0.16523	0.09646	0.33837	0.32208	0.72418	0.07829	0.25795	0.283222857143
CCDC92	0.37372	0.56694	0.1705	0.17757	0.28755	0.00901	0.39793	0.283317142857
TGM2	0.02061	0.11496	0.50722	0.71659	0.28815	0.09522	0.24048	0.283318571429
ARID4B	0.24919	0.32879	0.24478	0.07831	0.30793	0.07363	0.70105	0.283382857143
C11ORF20	0.16118	0.46304	0.00306	0.51566	0.25527	0.03892	0.54699	0.283445714286
NPR3	0.18069	0.7321	0.00013	0.04934	2e-05	0.33352	0.68857	0.283481428571
IL36G	0.03102	0.32122	0.56299	0.29252	0.33899	0.30229	0.13635	0.283625714286
EPM2AIP1	0.02607	0.19567	1e-05	0.01521	0.28373	0.52254	0.94298	0.283744285714
ITGB3	0.06567	0.08293	0.05435	0.06289	0.25159	0.56642	0.90257	0.283774285714
ZNF528	0.59457	0.20001	0.00487	1e-05	0.59465	0.45624	0.13646	0.28383
TREM1	0.31037	0.0325	0.0417	0.11052	0.56294	0.71975	0.20906	0.283834285714
YTHDF3	0.00013	0.34171	0.7844	0.11043	0.0058	0.16293	0.58146	0.283837142857
COL2A1	0.46009	0.34735	0.24691	0.21822	0.42549	0.21834	0.07244	0.28412
EFNB2	0.67491	0.58412	1e-05	0.05962	0.00162	0.01857	0.65017	0.284145714286
RBMS1	1e-05	0.49176	0.07982	0.86838	0.08232	0.35185	0.11563	0.284252857143
EMID1	0.00021	0.02004	0.21238	0.55768	0.01466	0.48503	0.69982	0.28426
SLC41A3	0.5801	0.30518	0.13087	0.01246	0.31418	0.40498	0.24211	0.284268571429
SLC22A18AS	0.41074	0.09431	0.15657	0.07349	0.75189	0.46568	0.03722	0.284271428571
CLCNKB	0.05681	0.84618	0.85086	0.0001	0.15396	0.05722	0.0251	0.284318571429
TMEM66	0.21821	0.24728	0.4747	0.1658	0.06226	0.52976	0.29241	0.284345714286
WDR73	0.60869	0.54858	0.20045	0.01049	0.17933	0.3558	0.08712	0.284351428571
NT5C2	0.30036	0.01588	0.25922	0.2037	0.4216	0.57382	0.21601	0.28437
LUC7L3	1e-05	0.78151	0.18363	0.39897	2e-05	0.53519	0.09129	0.284374285714
TFPI2	3e-05	0.00024	0.30441	0.03482	0.83061	0.73048	0.09018	0.284395714286
COQ7	0.68596	0.07721	0.46749	1e-05	0.07354	0.24844	0.43856	0.284458571429
CPS1	0.11675	0.00439	0.13557	0.12547	0.12787	0.48971	0.99168	0.284491428571
RASA3	0.01899	0.50714	0.00777	0.62137	0.63261	0.0938	0.11061	0.284612857143
NFS1	0.19043	0.00782	0.72348	0.04954	0.0009	0.6278	0.3927	0.284667142857
SIM1	0.35723	0.23125	0.68875	0.0419	0.15041	0.35773	0.16616	0.284775714286
DCAF11	0.00988	0.33598	0.49408	3e-05	0.05921	0.56622	0.52823	0.284804285714
TCF25	0.00881	0.12191	0.36076	0.00256	0.02298	0.59009	0.88673	0.284834285714
ABAT	0.06395	0.61239	0.5821	0.17189	0.09905	0.04441	0.42035	0.284877142857
HMGXB4	0.17936	0.20123	0.45978	0.02546	1e-05	0.57938	0.549	0.284888571429
PACSIN3	1e-05	0.59138	0.23576	0.37871	5e-05	0.08421	0.70527	0.285055714286
IGBP1	0.25602	0.44775	0.26472	0.04742	0.1756	0.59253	0.21153	0.285081428571
PROM1	0.25653	0.00622	0.56985	0.03282	0.02079	0.35206	0.75869	0.28528
TCF20	0.03307	0.52958	0.79855	0.06958	0.29377	0.01448	0.25838	0.285344285714
NUDT6	0.68791	0.00621	0.19496	0.0019	0.33298	0.03016	0.74332	0.285348571429
GOLT1B	0.00697	0.00095	0.8629	0.54856	2e-05	0.38755	0.19064	0.28537
SPRED2	0.34626	0.00409	0.00929	0.46171	0.55257	0.37796	0.24596	0.285405714286
DCP1A	0.43174	0.46135	0.46551	0.06818	0.38085	0.04054	0.14995	0.285445714286
ICK	0.62253	0.03166	0.53312	0.12139	0.68804	0.00086	0.00053	0.285447142857
CPEB3	0.40613	0.13734	0.16148	0.25829	0.27623	0.00181	0.7572	0.285497142857
MSL1	0.07676	0.29346	0.56191	0.01162	0.0852	0.23877	0.73117	0.285555714286
PIK3C3	0.16842	0.40522	0.29324	0.2099	0.43223	0.12675	0.36321	0.285567142857
NDST3	0.32986	0.5841	0.28968	0.01073	0.26914	0.07042	0.44526	0.285598571429
KIAA1539	0.30747	0.66944	0.33813	0.15662	0.00012	0.36958	0.15793	0.285612857143
WWTR1	1e-05	2e-05	0.00385	0.97095	0.07351	0.03544	0.9159	0.285668571429
NBR2	0.57235	0.10727	0.05265	0.03388	0.24506	0.62534	0.36321	0.28568
ZMYM4	0.46416	0.71542	0.18539	0.00209	0.00025	0.02433	0.6088	0.285777142857
CCZ1	0.64028	0.02624	0.08588	0.00082	0.10243	0.19477	0.95016	0.285797142857
FBXO7	0.4893	0.12355	0.36567	0.09555	0.31418	0.38964	0.22327	0.28588
LILRA4	0.12245	0.10211	0.60152	0.50811	0.19141	0.42669	0.04915	0.28592
NCKIPSD	0.97493	0.19101	0.02149	0.23917	0.00253	0.055	0.51762	0.285964285714
NPPA	0.00732	0.82427	0.00535	0.13044	0.00084	0.40147	0.63347	0.286165714286
DZANK1	0.23902	0.19423	0.35499	0.33911	0.6529	0.09442	0.12858	0.286178571429
IL18R1	0.16939	0.19781	0.73224	0.31241	0.3699	0.00508	0.21668	0.286215714286
ATP10A	0.33297	0.20352	0.133	0.06062	0.30855	0.79411	0.17161	0.28634
TUBB6	0.01845	0.39448	3e-05	0.78994	1e-05	0.09338	0.70828	0.286367142857
NAT8B	0.49882	0.82146	4e-05	0.00662	0.40178	0.17126	0.10611	0.286584285714
NCAM2	0.06683	0.02368	0.06618	0.09128	0.74026	0.38304	0.63512	0.286627142857
GTF2B	0.0481	0.15738	0.68173	0.0924	0.23203	0.47653	0.31873	0.2867
CNN3	0.25744	0.01607	0.77206	0.81568	0.04388	0.10209	0.00013	0.286764285714
ALPI	0.27451	0.21147	0.22098	0.00411	0.12985	0.91852	0.2484	0.286834285714
NUDT3	0.43114	0.00723	0.46131	0.73233	0.20374	0.17291	3e-05	0.286955714286
ARFGEF2	0.35169	0.64107	0.24419	0.28384	0.30792	0.10075	0.08015	0.287087142857
HES1	0.00488	0.04142	0.28428	0.7753	0.42905	0.00124	0.47377	0.287134285714
OR52A1	0.75596	0.215	0.61368	0.0272	0.30851	0.02657	0.06385	0.287252857143
ITGA2	0.46575	0.15334	0.25351	0.43396	0.55478	0.00019	0.14949	0.287288571429
RGR	0.23834	0.53738	0.00084	0.67144	0.55175	0.00765	0.00406	0.287351428571
PLAU	0.57445	0.2786	0.21336	0.06139	0.33822	0.00752	0.53906	0.287514285714
MAGEA3	0.13658	0.25938	0.77099	0.02941	0.00173	0.73911	0.0757	0.287557142857
ATXN7	0.01397	0.4065	0.25231	0.07836	0.42378	0.5016	0.33658	0.287585714286
GADD45G	0.56012	0.07157	0.20536	0.26752	0.23299	0.67205	0.00392	0.287647142857
CD207	0.00862	0.07139	0.20372	0.69074	0.41612	0.16875	0.4544	0.287677142857
PPP2R5C	0.12522	0.00189	0.54695	0.05759	0.59634	0.55179	0.13455	0.287761428571
NUDT4	0.01866	0.0002	0.85492	0.10954	3e-05	0.58298	0.44805	0.287768571429
TMSB15A	0.47762	0.06234	0.48198	0.10816	0.10818	0.43301	0.34333	0.287802857143
ACIN1	0.01066	0.68326	0.45559	0.10266	0.00191	0.06391	0.69676	0.287821428571
HERC2P3	0.04378	0.17179	0.35256	0.00753	0.33261	0.48033	0.62624	0.287834285714
NDUFV2	0.79809	0.1275	0.1937	0.00918	0.06396	0.80288	0.01961	0.287845714286
TMEM187	0.57244	0.18091	0.24306	0.00759	0.00293	0.48266	0.52548	0.287867142857
PHF3	0.30651	0.30878	0.40214	0.04844	0.59728	0.24288	0.10927	0.2879
THRAP3	0.43342	0.10411	0.31219	0.02507	0.00062	0.85059	0.28935	0.287907142857
LMX1B	0.15333	0.19537	0.72987	0.07316	0.42911	0.05406	0.38079	0.287955714286
SFTPA2	0.02248	0.30739	0.25301	0.0842	0.11266	0.40087	0.83537	0.287997142857
ALDH1A1	0.05195	0.72383	0.18039	0.01464	0.26386	0.31419	0.4676	0.288065714286
ATG14	0.14104	0.11218	0.60352	0.08543	0.34484	0.2358	0.49433	0.288162857143
ESRP2	0.42963	0.39712	0.01349	0.39492	0.19973	0.02995	0.55237	0.288172857143
VIP	0.00445	0.01087	0.64588	0.00559	0.57889	0.46929	0.30246	0.288204285714
STX11	0.00205	0.4254	0.73332	0.60233	0.1186	0.13576	0.00021	0.288238571429
B3GNT3	0.8152	0.09892	0.00135	0.00407	4e-05	0.53622	0.56305	0.288407142857
NSUN6	0.29591	0.12682	0.10445	0.18815	0.45442	0.52615	0.32309	0.288427142857
DKFZP686O1327	0.84057	0.00111	0.52591	0.00188	0.3511	0.20829	0.09078	0.28852
CREB3L2	0.25869	0.02778	0.00066	0.00016	0.92877	0.43572	0.36848	0.288608571429
NKX3-2	0.06004	0.00217	0.44072	0.33429	0.14812	0.76821	0.26701	0.288651428571
TLE6	0.12389	0.57598	0.38611	0.36731	0.17435	0.32037	0.07262	0.288661428571
TSTA3	0.00711	0.67726	0.89217	5e-05	1e-05	0.35233	0.09173	0.288665714286
NDEL1	0.08184	0.23858	0.3247	0.01866	0.01887	0.63039	0.70911	0.288878571429
NDUFB11	0.03863	0.08942	0.02275	0.02618	0.43029	0.8635	0.55204	0.288972857143
HPS4	0.06402	0.4747	0.00879	0.1312	0.00077	0.80757	0.53602	0.28901
CNPY2	0.03015	0.5259	1e-05	0.0268	1e-05	0.87107	0.56921	0.289021428571
MAGEC1	0.00602	0.53109	0.48079	0.67114	0.20333	0.1289	0.00203	0.289042857143
SFTPB	0.12648	0.55468	0.02606	0.10682	0.03854	0.43885	0.7321	0.289075714286
GRIA2	0.67799	0.16946	0.00213	0.04345	5e-05	0.75306	0.37745	0.289084285714
INSL6	0.98354	0.22809	0.00017	0.20466	0.21475	0.17727	0.21511	0.289084285714
AGFG2	0.29521	0.00723	0.44907	0.82867	0.23606	0.03585	0.17164	0.289104285714
AHNAK	0.45799	0.18484	0.61678	0.31876	0.14581	0.08979	0.20996	0.289132857143
ALX1	0.14593	2e-05	0.55719	5e-05	0.54122	0.7617	0.01806	0.289167142857
PEX26	0.29153	0.59425	0.03912	0.00037	0.27676	0.803	0.01923	0.28918
NPEPPS	0.13121	0.45375	0.16763	0.00365	0.06027	0.89915	0.30866	0.289188571429
ATP2B1	0.95214	0.40197	0.01083	1e-05	0.06528	0.5379	0.05626	0.289198571429
YIPF1	0.05939	0.34949	0.20188	0.00227	0.29735	0.15898	0.95674	0.289442857143
TBX2	2e-05	0.99752	0.41124	0.12217	0.19554	0.29567	0.00431	0.289495714286
CBR4	0.61449	0.27364	0.42137	0.00606	0.17963	0.38871	0.14263	0.289504285714
ELOVL1	0.3974	0.54876	1e-05	0.22137	0.0001	0.53145	0.32802	0.289587142857
ANXA2	0.26834	0.66119	0.05247	0.39445	0.00137	0.11776	0.53184	0.289631428571
TAF5L	0.00548	0.5515	0.33768	0.01944	0.78551	0.25128	0.0767	0.289655714286
SP4	0.00689	0.0277	0.83713	5e-05	0.37569	0.07383	0.70752	0.28983
PAX5	0.00201	0.36665	0.61617	0.12484	0.01379	0.20162	0.70397	0.289864285714
BAI3	0.59551	1e-05	0.66967	0.2783	0.43271	0.01889	0.03406	0.289878571429
KHDC1L	1e-05	0.27917	0.8303	0.10716	0.33118	0.3193	0.16213	0.289892857143
KCNE4	0.00046	5e-05	0.94872	0.00725	0.0034	0.62907	0.44039	0.289905714286
PPP1R3C	0.44235	0.26738	0.31402	0.33112	0.62791	0.03211	0.01472	0.289944285714
HIST1H1T	0.06642	0.17574	0.35418	0.49901	0.04525	0.39146	0.49795	0.290001428571
CDK16	0.03423	0.76171	0.00011	0.10081	0.62411	0.2302	0.27888	0.290007142857
F5	0.03652	0.92593	0.04542	0.05405	0.6046	0.04716	0.31664	0.290045714286
HDHD3	0.10049	0.16987	0.28261	0.49863	0.14136	0.80808	0.0297	0.290105714286
TIPARP	0.04613	0.35179	0.63445	0.0045	0.02146	0.56718	0.40525	0.290108571429
SECISBP2	0.05727	0.93567	0.17012	0.05926	0.12611	0.51552	0.16727	0.290174285714
MTG1	0.00157	0.28312	0.09576	0.27407	0.02528	0.89422	0.45733	0.290192857143
CIRBP	0.01892	0.09162	0.70046	0.07305	0.4165	0.57415	0.15708	0.290254285714
APOOL	0.86508	0.18019	0.12535	0.05869	1e-05	0.71321	0.08939	0.290274285714
PHKA1	0.68529	0.69233	0.01806	0.01066	0.31585	0.10513	0.20488	0.290314285714
KIAA0284	0.00263	0.52792	0.82972	0.37222	0.0377	0.01767	0.24489	0.290392857143
RHOQ	0.47942	0.1483	0.23315	0.04416	0.25761	0.41832	0.45183	0.290398571429
BAK1	0.19416	0.17019	0.58175	0.31132	0.10679	0.62974	0.03885	0.2904
MYO1E	0.00349	0.65464	0.29521	0.32268	0.02418	0.33683	0.39645	0.290497142857
PLAC1	0.27672	0.05534	0.13321	0.06047	0.73006	0.71087	0.06681	0.290497142857
YTHDC1	0.0711	1e-05	0.64044	0.12284	0.28422	0.63682	0.27839	0.290545714286
ZFP112	0.28843	0.5468	0.54791	0.02783	0.12151	0.17239	0.32906	0.290561428571
BICC1	0.00038	0.90046	0.05161	0.47872	0.00193	0.04738	0.55348	0.290565714286
MLL2	0.75462	0.01244	0.1492	0.26181	0.51186	0.02982	0.31435	0.290585714286
RPL4	2e-05	0.46923	0.24945	0.02996	0.37807	0.66757	0.23989	0.290598571429
