	empirical_pVal (A375)	empirical_pVal (A549)	empirical_pVal (BT20)	empirical_pVal (LNCAP)	empirical_pVal (MCF7)	empirical_pVal (MDAMB231)	empirical_pVal (PC3)	Ave_pVal
GATA3	0.06077	0.93506	0.09595	0.62252	0.23542	0.00652	0.10418	0.294345714286
ETFB	0.18259	0.00588	0.69974	4e-05	0.32797	0.25075	0.59972	0.295241428571
FRS2	0.24093	0.02846	0.69991	0.07081	0.32359	0.2878	0.41694	0.295491428571
HERPUD1	0.86702	0.23794	0.06574	0.02538	0.2481	0.35442	0.27004	0.29552
PXN	0.00257	0.77801	0.0654	0.25184	0.1287	0.39489	0.4546	0.296572857143
NOSIP	0.71147	0.60115	0.4081	0.05266	0.00773	0.01481	0.28539	0.29733
RBKS	0.33186	0.46655	0.56429	0.04399	0.00882	0.47744	0.18993	0.297554285714
COG4	0.12325	0.26793	0.19688	0.19128	1e-05	0.64159	0.66373	0.29781
ADH5	0.39076	0.26846	0.7744	0.35305	0.00131	0.02818	0.26869	0.297835714286
NCOA3	0.32875	0.21679	0.34458	0.32809	0.24362	0.42555	0.2046	0.298854285714
STAT5B	0.55066	0.45226	0.83627	0.00022	0.0003	0.12788	0.12999	0.299654285714
CIRBP	0.00654	0.13572	0.46733	0.0415	0.67159	0.58048	0.19922	0.30034
SLC5A6	1e-05	3e-05	0.9991	0.01126	1e-05	0.31349	0.7819	0.300828571429
TMED10	0.92493	0.04303	0.00134	0.00055	1e-05	0.30443	0.83158	0.300838571429
ST3GAL5	0.09724	0.00037	0.05772	0.90716	0.86034	0.17999	0.01334	0.302308571429
ARID4B	0.52609	0.48475	0.21936	0.33382	0.23111	0.11305	0.22058	0.304108571429
ARHGEF12	0.91974	0.11224	0.13924	0.02615	0.38145	0.00278	0.55347	0.30501
REEP5	0.26412	0.33494	0.39764	0.19147	1e-05	0.79341	0.15524	0.305261428571
ACAA1	0.57996	0.29403	0.00012	0.43261	0.00039	0.74167	0.09908	0.306837142857
SSBP2	0.02769	0.89249	0.68326	0.24229	0.01633	0.26574	0.02574	0.307648571429
GPER	0.36739	0.584	0.26793	0.60998	1e-05	0.25952	0.06578	0.307801428571
GADD45A	0.00185	0.63141	0.04117	0.09301	0.75987	0.63077	0.0002	0.308325714286
PIK3C3	0.48216	0.44981	0.19012	0.10733	0.53627	0.13301	0.26258	0.308754285714
VAV3	0.37029	0.01701	0.20319	0.19399	0.262	0.4644	0.65338	0.30918
ACBD3	0.63374	0.17732	0.11021	0.01251	0.00207	0.76699	0.47154	0.310625714286
PAF1	0.66715	2e-05	0.19149	0.13302	0.46852	0.71516	0.00109	0.310921428571
MCOLN1	0.00286	0.86216	0.56053	0.09496	0.00769	0.02294	0.62998	0.311588571429
S100A13	0.14081	0.52548	0.01262	0.10175	0.13536	0.57793	0.69846	0.313201428571
MUC1	0.05887	0.98462	0.04657	0.2393	1e-05	0.37111	0.49484	0.313617142857
HMGCR	0.18761	0.3478	0.68018	0.00075	0.52496	0.45506	7e-05	0.313775714286
AXIN1	0.01474	0.39831	0.20489	0.08508	0.37403	0.50052	0.62609	0.314808571429
CRK	0.37783	0.89429	0.25422	0.06772	0.00354	0.1678	0.44029	0.315098571429
SKIV2L	0.64786	0.00131	0.00242	0.22982	0.0002	0.50175	0.82374	0.3153
EAPP	0.09143	0.79572	0.56644	0.01892	0.04224	0.7079	0.00456	0.318172857143
CRKL	0.16692	0.5638	0.49967	0.05645	0.79051	0.02134	0.12902	0.318244285714
CFLAR	0.02377	0.96836	0.39693	0.00463	0.00073	0.71834	0.11685	0.318515714286
TICAM1	0.0834	0.39815	0.16651	0.00026	0.28693	0.96215	0.33393	0.318761428571
GHR	0.21017	0.46391	0.21883	0.11149	0.26601	0.48445	0.47891	0.31911
PROS1	0.31394	0.3648	0.30708	0.19942	0.00055	0.65011	0.40494	0.32012
HMGCS1	0.02734	0.72703	0.01207	0.00094	0.43893	0.82152	0.21455	0.32034
PHKG2	0.79274	0.57629	0.02239	0.01001	0.29808	0.04169	0.50518	0.320911428571
DLD	0.87885	0.33448	0.00148	0.9938	1e-05	0.03484	0.00318	0.320948571429
INTS3	0.5634	0.58363	0.37264	0.02817	0.44431	0.23249	0.02315	0.321112857143
HERC6	0.33434	0.49268	0.03704	0.4464	0.6198	0.00557	0.31589	0.321674285714
BZW2	0.76506	0.84452	1e-05	0.00052	0.02555	0.62051	3e-05	0.322314285714
ATP6V1D	0.10795	0.11036	0.00989	0.83622	0.16078	0.12928	0.90716	0.323091428571
PSMB8	0.50812	0.16899	0.55384	0.03487	0.01466	0.77283	0.20861	0.323131428571
ECH1	0.03452	0.07088	0.52718	0.05098	0.21255	0.51647	0.85428	0.323837142857
NUP85	1e-05	0.99842	0.13331	0.92174	6e-05	0.03265	0.18496	0.32445
LAP3	0.64739	0.071	0.08113	0.94346	0.04557	0.3267	0.16585	0.325871428571
FZD7	1e-05	0.56513	0.28122	0.8939	0.0602	0.06174	0.42026	0.326065714286
GPR56	0.04892	0.76992	0.12569	0.40583	0.07278	0.09661	0.77147	0.327317142857
TCTN1	0.39518	0.17506	0.04666	0.08397	0.3669	0.54864	0.6749	0.32733
EIF5	0.02173	0.00691	0.30336	0.87578	0.09986	0.00807	0.9765	0.327458571429
NUP133	0.58596	0.22868	0.91327	0.01037	0.00918	0.43192	0.11382	0.3276
PRKACA	0.02528	0.71797	0.26628	0.29819	0.29601	0.305	0.38503	0.32768
MBTPS1	0.38098	0.70557	0.24641	0.02098	0.41119	0.14604	0.38617	0.328191428571
LIPA	0.32614	0.81166	1e-05	1e-05	0.68233	0.45416	0.04407	0.331197142857
SQSTM1	0.69437	0.46095	0.20252	0.05752	0.33346	0.31668	0.25378	0.331325714286
MACF1	0.00184	0.76057	0.10847	0.38623	0.25598	0.21414	0.59379	0.331574285714
PSME1	0.67916	0.38366	0.50728	0.00014	0.02558	0.42308	0.30951	0.33263
POLR2I	0.0002	0.55409	0.52826	0.5463	0.56011	0.05883	0.08069	0.33264
RAP1GAP	0.45573	1e-05	0.13876	0.18037	0.63703	0.25404	0.66457	0.33293
TMEM50A	0.00012	0.46962	0.57369	2e-05	0.55436	0.57505	0.15803	0.332984285714
ABCF1	0.0075	0.99194	0.40629	0.00456	0.00416	0.91891	0.00469	0.334007142857
CRTAP	0.11546	0.69674	0.37639	0.19088	0.15723	0.58689	0.21618	0.334252857143
SOX4	0.11589	0.23118	0.61663	0.07456	0.15318	0.3307	0.82266	0.334971428571
CPNE3	0.18298	0.41589	0.62158	0.01135	0.38461	0.30612	0.43347	0.336571428571
TIMM22	0.55381	0.16226	0.56991	0.00239	0.00928	0.92573	0.13927	0.337521428571
PHKB	0.36222	0.00109	0.47536	0.0018	0.01564	0.53514	0.97234	0.337655714286
PPARD	0.03601	0.82736	0.12406	0.01728	0.87201	0.0376	0.45204	0.338051428571
TRIB3	0.69783	0.06166	0.55503	0.38821	0.05793	0.24307	0.36503	0.338394285714
BECN1	0.50771	0.36236	0.57308	0.08916	0.35232	0.29545	0.19362	0.3391
PRCP	0.42553	0.7604	0.00232	0.06488	0.13693	0.63291	0.3515	0.33921
HLA-DMA	0.83334	0.06992	0.01293	0.16934	0.05796	0.59652	0.63453	0.33922
BAG3	1e-05	0.87312	0.4576	5e-05	0.01477	0.32377	0.70777	0.339584285714
FYN	0.00076	0.56666	0.00156	0.81115	0.28889	0.60277	0.11376	0.340792857143
JMJD6	9e-05	0.44774	0.81608	0.7932	0.00738	0.11849	0.20425	0.341032857143
MTA1	0.11637	0.40281	0.05249	0.60477	0.56435	0.13918	0.50789	0.341122857143
GRB10	0.13469	0.95736	0.00712	0.12513	0.88029	0.2877	0.00075	0.341862857143
TXNL4B	0.12804	0.2882	0.33596	0.84735	0.31643	0.10071	0.37646	0.341878571429
COG2	0.73384	0.85146	0.41327	0.00659	0.01391	0.00065	0.37524	0.342137142857
HMG20B	0.25591	0.57164	0.05898	0.71401	0.20822	0.38453	0.20219	0.342211428571
EML3	0.05604	0.44221	0.72251	0.1919	1e-05	0.69505	0.28799	0.342244285714
BAD	0.93139	0.31635	0.56391	0.05198	0.00259	0.23358	0.31488	0.344954285714
ALDH7A1	0.11304	0.80309	0.74372	0.10305	0.3999	0.25158	0.00121	0.345084285714
SMAD3	5e-05	0.48749	0.01352	0.95945	0.02	0.47091	0.467	0.345488571429
SNX6	0.39107	0.53982	0.23644	0.21605	0.35779	0.40313	0.27431	0.345515714286
PCBD1	0.61517	0.0495	0.0164	0.00176	0.14367	0.87676	0.71975	0.346144285714
CHIC2	0.38933	3e-05	0.12051	0.44917	0.58693	0.00181	0.87782	0.346514285714
SPP1	0.02277	0.00027	0.82877	0.03338	0.00173	0.97265	0.57871	0.348325714286
CDC25B	0.00546	0.75532	0.92321	0.04064	0.15531	0.556	0.00818	0.34916
WIPF2	0.28744	0.61436	0.75449	0.07321	0.00374	0.45962	0.26027	0.350447142857
FBXO21	0.56732	0.58179	0.51442	0.31024	0.21115	0.25503	0.01358	0.350504285714
COPS7A	0.55256	4e-05	0.34492	0.00631	0.15542	0.83547	0.5611	0.350831428571
CSRP1	0.98782	0.40964	0.00027	0.29445	0.18195	0.29882	0.29368	0.352375714286
BID	0.85324	0.22048	0.00409	0.8762	8e-05	0.51692	0.00699	0.354
PLCB3	0.12365	0.21093	0.07636	0.97191	0.37195	0.21828	0.50651	0.354227142857
TSPAN4	0.88077	0.41309	0.04645	0.32122	0.02462	0.03898	0.75838	0.354787142857
GFOD1	0.62443	0.85426	0.00011	0.10075	0.78601	0.12052	0.0001	0.355168571429
PIN1	0.87659	0.01824	0.13417	0.98698	2e-05	0.45497	0.01973	0.355814285714
PSMD9	0.2762	0.49751	0.6441	0.02369	0.63868	0.10876	0.30242	0.355908571429
FCHO1	0.72863	0.54872	0.01058	0.05645	0.39572	0.75507	1e-05	0.356454285714
PKIG	0.07561	0.50457	0.32508	0.23637	0.51073	0.31635	0.52935	0.356865714286
KDM5B	0.19014	0.85341	0.37929	0.08877	0.2878	0.16482	0.53816	0.357484285714
SCAND1	0.52925	0.33885	0.1643	0.02386	0.5131	0.71335	0.22293	0.357948571429
HTATSF1	0.4176	0.04683	0.00723	0.09012	0.58595	0.78594	0.57612	0.358541428571
CYB561	0.27151	0.36734	0.00014	0.98086	0.00093	0.24931	0.64395	0.359148571429
WDTC1	0.10103	0.68471	0.35774	0.21864	0.39629	0.31318	0.4464	0.359712857143
HLA-DRA	0.2918	0.25241	0.0062	0.24302	0.83269	0.01929	0.87397	0.359911428571
CCDC85B	0.55941	0.38699	0.01674	0.00213	0.16036	0.42789	0.96623	0.359964285714
FOS	0.25528	0.68858	0.38827	0.61034	0.35394	0.07542	0.16326	0.362155714286
ATP5S	0.19922	0.07797	0.07255	0.09191	0.43249	0.71223	0.95269	0.362722857143
ZNF586	0.02209	0.46341	0.37083	0.27385	0.75178	0.20573	0.45156	0.36275
PPP2R5E	0.8729	0.04047	0.07156	0.89408	0.49032	0.15533	0.01514	0.362828571429
PRKCD	0.00038	0.85147	0.06978	0.02071	0.30936	0.79439	0.49481	0.362985714286
SOCS2	0.72888	0.26144	0.43472	0.60467	0.4588	0.00458	0.05257	0.363665714286
KAT6B	0.83867	0.78058	0.14738	0.29593	0.25567	0.09383	0.13534	0.363914285714
GNPDA1	0.22669	0.69718	0.46742	0.34036	0.25926	0.4913	0.06573	0.363991428571
COL4A1	1e-05	0.4437	0.20591	0.0744	0.3007	0.62854	0.89667	0.364275714286
KLHL21	0.00262	0.82939	0.37734	0.36771	0.01819	0.9061	0.04871	0.364294285714
BLVRA	0.31556	0.25154	0.01825	0.0308	0.48041	0.54843	0.91408	0.365581428571
MFSD10	0.55403	0.16178	0.02031	0.27697	0.07217	0.78834	0.68795	0.365935714286
CTSL1	0.00152	0.01386	0.78968	0.05257	0.44887	0.49445	0.7649	0.36655
NPC1	0.00699	0.27042	0.43103	0.28729	0.69798	0.54895	0.32514	0.366828571429
SIRT3	0.24479	0.11447	0.488	0.41626	0.63194	0.49123	0.18471	0.367342857143
RBM34	0.27035	0.37093	0.9967	0.30994	0.04543	0.47629	0.11109	0.368675714286
ETS1	0.20961	0.34271	0.76303	0.06856	0.85471	0.33783	0.00442	0.368695714286
IQGAP1	0.57427	0.82374	0.12988	0.02772	0.49633	0.35843	0.17952	0.369984285714
ARHGAP1	0.16977	0.19943	0.80524	0.01084	0.04111	0.52906	0.83795	0.370485714286
MYCBP2	0.30142	0.9276	0.77412	0.01075	0.43789	0.11811	0.02372	0.370515714286
FKBP4	0.64248	0.20441	0.58501	0.17508	0.06069	0.70964	0.21983	0.37102
DUSP22	0.75119	0.40927	0.20569	0.00465	0.01874	0.7465	0.46141	0.371064285714
SPAG7	0.82318	0.45451	0.01525	0.07351	0.50934	0.26212	0.46827	0.372311428571
IPO13	0.64648	0.43265	0.44917	0.46579	0.09033	0.304	0.224	0.373202857143
SENP6	0.68932	0.11343	0.35215	0.02172	0.56018	0.84323	0.03283	0.373265714286
PYGL	0.13042	0.41728	0.90119	0.41111	0.28688	0.29335	0.17551	0.373677142857
ILK	0.74077	0.26992	0.42349	0.16971	0.06071	0.3021	0.66982	0.376645714286
STAP2	0.79292	0.90692	0.37238	0.06361	0.17418	0.1569	0.1697	0.376658571429
NPRL2	0.46917	0.90288	0.35302	0.5973	0.1556	0.13504	0.03073	0.377677142857
PAX8	0.65287	0.86873	0.46255	0.07768	0.02254	0.22251	0.3397	0.378082857143
SPDEF	0.60177	0.74465	0.71805	0.03573	0.01245	0.53912	0.00165	0.37906
DENND2D	0.74773	0.47699	0.27371	0.05299	0.10298	0.02895	0.97397	0.379617142857
GNAS	0.00287	0.23695	0.86433	0.21399	0.14569	0.8363	0.35991	0.380005714286
AMDHD2	0.2645	0.21942	0.53808	0.27047	0.22767	0.47182	0.6752	0.381022857143
PSMB10	0.85911	0.00169	0.63053	0.00588	0.36097	0.79285	0.01644	0.381067142857
CREB1	0.906	0.2933	0.11542	0.08251	0.42303	0.68919	0.15858	0.381147142857
NPEPL1	0.28027	0.4525	0.52168	0.26812	0.16442	0.16638	0.8248	0.382595714286
COG7	0.39758	0.91574	0.4944	0.09292	0.25891	0.05844	0.47236	0.384335714286
RAB21	0.50355	0.35186	0.7368	0.65809	0.01346	0.38633	0.04097	0.384437142857
SMARCC1	0.6363	0.80959	0.98485	0.04291	0.01656	0.18969	0.01317	0.384724285714
ITGB1BP1	0.17314	0.16339	0.00045	0.9183	1e-05	0.87655	0.56284	0.384954285714
KIAA0528	0.04791	0.78695	0.51143	0.74399	0.17236	0.19863	0.24381	0.38644
USP14	0.38132	0.22001	0.23625	0.56445	0.69359	0.58785	0.03389	0.388194285714
NPDC1	0.44118	0.44983	0.273	0.02209	0.3609	0.52519	0.66116	0.390478571429
C5	0.46353	1e-05	0.58636	0.77515	0.65515	0.24427	0.01224	0.390958571429
SYPL1	0.96297	0.64778	0.8754	0.01126	0.01932	0.0924	0.13073	0.391408571429
RASA1	0.33928	0.15583	0.57399	0.11959	0.64747	0.00306	0.91336	0.393225714286
DNAJB2	0.28849	0.74953	0.30381	0.16727	0.45589	0.34395	0.45977	0.39553
ADAM10	0.0001	0.60514	0.50315	0.30785	0.73063	0.0864	0.54188	0.39645
DAXX	0.39765	0.89264	0.74794	0.06008	0.00262	0.62602	0.06368	0.398661428571
NOL3	0.45154	0.27401	0.12236	0.17475	0.76412	0.32615	0.68562	0.399792857143
BACE2	0.07305	0.18313	0.61974	0.97508	0.00258	0.38248	0.56353	0.399941428571
NENF	0.62319	0.14832	0.62494	0.26627	0.13422	0.32963	0.68411	0.401525714286
EXT1	0.31884	0.28013	0.36551	0.45894	0.26796	0.87222	0.25082	0.40206
CLSTN1	0.08461	0.41264	0.41928	0.05043	0.73717	0.69176	0.41867	0.40208
SOX2	0.02762	0.08355	0.7715	0.34235	0.34248	0.90293	0.35286	0.403327142857
RNMT	7e-05	0.06918	0.90282	0.02437	0.73212	0.82042	0.28527	0.404892857143
IGF1R	0.85246	0.82271	0.04797	0.00801	0.14368	0.82344	0.13914	0.405344285714
PCK2	0.55053	0.02466	0.64534	1e-05	0.92008	0.44584	0.26347	0.407132857143
CHAC1	0.22709	0.24427	0.56155	0.01045	0.82675	0.22372	0.75666	0.407212857143
SLC2A6	0.85492	0.38142	0.01226	0.20238	0.67995	0.71442	0.00589	0.40732
RBM6	0.12604	0.00278	0.68505	0.59271	0.01269	0.74173	0.69236	0.407622857143
PRAF2	0.21653	0.59733	0.00076	0.42503	0.8752	0.22069	0.52223	0.408252857143
ATP2C1	0.43056	0.24079	1e-05	0.15394	0.78712	0.74882	0.5037	0.409277142857
CNDP2	0.54977	0.05539	0.8249	0.84369	0.35295	0.24053	0.00802	0.41075
KTN1	0.71273	0.72736	0.41168	0.02863	0.64742	0.20481	0.1449	0.411075714286
NR1H2	0.01368	0.63588	0.18684	0.64324	0.62318	0.23337	0.54385	0.411434285714
MAN2B1	0.39173	0.10838	0.47795	0.53597	0.28321	0.59118	0.49378	0.411742857143
DCUN1D4	0.90873	0.00339	0.32269	2e-05	0.91578	0.54669	0.18545	0.411821428571
TJP1	0.0837	0.67782	0.86349	0.01229	0.1384	0.21048	0.89818	0.412051428571
SATB1	0.6084	0.2874	0.89132	0.10339	0.00172	0.24596	0.75966	0.413978571429
TP53BP2	0.3658	0.53666	0.7368	0.18191	0.56873	0.22442	0.28376	0.414011428571
RPS6	0.26512	0.61888	0.74655	0.00102	0.31279	0.02766	0.9327	0.41496
NSDHL	0.40723	0.95773	0.67432	1e-05	0.39543	0.27277	0.19845	0.415134285714
STK25	0.15851	0.29882	0.18652	0.29833	0.63133	0.83379	0.49942	0.415245714286
CAST	0.46255	0.64863	0.44898	0.24971	0.47448	0.00457	0.61962	0.415505714286
SCCPDH	0.64958	0.11532	0.76212	0.00214	0.20521	0.67352	0.50164	0.415647142857
BNIP3L	0.21409	0.54639	0.00119	0.1206	0.53309	0.75456	0.74274	0.416094285714
TNIP1	0.32032	0.81583	0.17292	0.33156	0.78107	0.38942	0.10555	0.416667142857
FSD1	0.05328	0.78907	0.17528	0.52449	0.31469	0.27649	0.79268	0.417997142857
ASAH1	0.13278	0.40344	0.68143	0.39599	0.18929	0.80679	0.3185	0.418317142857
IL13RA1	0.74009	0.00746	0.88327	0.2759	0.15274	0.08063	0.80694	0.421004285714
DDR1	0.05874	0.39061	0.48427	0.51932	0.48564	0.4564	0.55343	0.421201428571
PTPRK	0.77912	0.65417	0.19136	0.67199	0.20552	0.21057	0.24745	0.422882857143
GLRX	0.14252	0.38452	0.95936	0.05892	0.5974	0.32647	0.49932	0.424072857143
MYLK	0.78656	0.02698	0.70011	0.65304	0.12958	0.32432	0.35808	0.425524285714
PTK2	0.5676	0.355	0.96514	0.20266	0.23603	0.39794	0.26791	0.427468571429
PLSCR3	0.52049	0.39444	0.46946	0.66836	0.67298	0.18692	0.08595	0.428371428571
CCNA1	0.0401	0.04863	0.37166	0.98134	0.68597	0.87126	0.00011	0.428438571429
MYL9	0.6346	0.64274	0.00354	0.26509	0.94624	0.32517	0.19311	0.43007
MVP	0.39184	0.32283	0.44773	0.34936	0.63455	0.25228	0.61226	0.430121428571
CBLB	0.19492	0.68409	0.41232	0.11546	0.5807	0.51769	0.51539	0.43151
TRAPPC6A	0.4884	0.21603	0.58033	0.26335	0.38573	0.61176	0.47632	0.431702857143
CLTB	0.87359	0.34255	0.46543	0.05844	0.58761	0.04752	0.64769	0.431832857143
SLC35A1	0.34915	0.04267	0.74321	0.15378	0.23866	0.93238	0.57369	0.433362857143
KIAA0907	0.22856	0.83948	0.68222	0.10732	0.26554	0.54098	0.37566	0.434251428571
DNM1L	0.47509	0.5575	1e-05	0.94708	0.00015	0.399	0.67545	0.436325714286
MMP1	0.11052	0.75755	0.62097	0.95117	0.61136	0.00176	0.00265	0.436568571429
DFFA	0.6881	0.22914	0.08293	0.25821	0.75913	0.43227	0.60844	0.436888571429
SNX7	0.45014	0.73276	0.55326	0.18432	0.56906	0.42595	0.14935	0.437834285714
KDM5A	0.42647	0.83872	0.33973	0.253	0.4446	0.75178	0.01661	0.438701428571
ZNF131	0.63676	0.67438	0.00233	0.89211	0.6939	0.07757	0.09712	0.439167142857
GRN	0.02551	0.23698	0.35273	0.54982	0.67723	0.75038	0.48245	0.4393
CSNK2A2	0.38479	0.15141	0.38835	0.50805	0.37227	0.70358	0.56837	0.439545714286
SHC1	0.34786	0.78406	0.06538	0.1677	0.31873	0.41777	0.97557	0.439581428571
FOXO4	0.36421	0.78063	0.09891	0.23385	0.47856	0.68976	0.4342	0.440017142857
PRKX	0.12979	0.17916	0.56296	0.56461	0.69029	0.91214	0.04134	0.440041428571
CDKN1B	0.47982	0.62802	0.37144	0.12238	0.07168	0.58601	0.82334	0.440384285714
STXBP2	0.47749	0.42505	0.43882	0.63915	0.00374	0.58144	0.53274	0.442632857143
EPN2	0.86628	0.11096	0.40169	0.22841	0.23127	0.30805	0.95544	0.443157142857
KLHDC2	0.52112	0.54442	0.48374	0.05589	0.30654	0.59793	0.59641	0.443721428571
GLI2	0.05822	0.01147	0.76837	0.50273	0.70016	0.2164	0.85087	0.444031428571
POLD4	0.88332	0.30087	0.28879	0.48162	0.22603	0.34862	0.58678	0.445147142857
PSMF1	0.58759	0.47785	0.21868	0.22596	0.58604	0.41897	0.60182	0.445272857143
SPEN	0.15858	0.97358	0.3389	0.10623	0.27902	0.574	0.68995	0.445751428571
ZMIZ1	0.25511	0.57834	0.39837	0.50659	0.37883	0.38896	0.61641	0.446087142857
NR3C1	0.42523	0.3723	0.13865	0.76892	0.03718	0.61692	0.79741	0.450944285714
RAI14	0.81663	0.33937	0.29709	0.21419	0.26795	0.49955	0.72537	0.45145
HDAC6	0.87486	0.55205	0.14047	0.47178	0.37419	0.65721	0.09224	0.451828571429
CXCR4	0.18015	0.74764	0.90023	0.89719	0.13916	0.03238	0.27134	0.452584285714
MAPKAPK2	0.01425	0.37897	0.95019	0.02733	0.00327	0.83139	0.96601	0.453058571429
TSC22D3	0.53519	0.81756	0.51721	0.00637	0.21016	0.31914	0.76919	0.453545714286
UFM1	0.352	0.85756	0.07625	0.83127	0.31608	0.65964	0.08701	0.454258571429
PUF60	0.00915	1.0	0.84247	1.0	9e-05	0.33282	0.00116	0.455098571429
KIAA0753	0.56807	0.40689	0.13259	0.35503	0.644	0.22005	0.86168	0.455472857143
LRP10	0.51287	0.31182	0.4466	0.38944	0.57221	0.45637	0.49951	0.455545714286
SPR	0.42198	0.93383	0.84185	0.02992	8e-05	0.49931	0.46374	0.455815714286
GAA	0.42774	0.16807	0.588	0.27704	0.76822	0.64961	0.3129	0.45594
MBNL2	0.62442	0.7022	0.05983	0.00033	0.88264	0.62683	0.2957	0.455992857143
NISCH	0.18627	0.84335	0.5909	0.13013	0.37756	0.69562	0.37036	0.456312857143
ZNF589	0.21818	0.70037	0.55833	0.19411	0.348	0.52179	0.66848	0.458465714286
SNX13	0.64171	0.76987	0.71644	0.1176	0.48655	0.25017	0.24128	0.460517142857
CHMP4A	0.33895	0.54286	0.40936	0.20517	0.53175	0.93085	0.27142	0.46148
KIAA1033	0.50492	0.55316	0.68631	0.58881	0.08424	0.76038	0.05588	0.461957142857
OXA1L	0.30234	0.23337	0.83437	0.48937	0.66161	0.70427	0.0108	0.462304285714
SHB	0.57411	0.27236	0.82873	0.27981	0.39732	0.06393	0.8274	0.46338
AKR7A2	0.99515	0.65418	0.93708	0.06765	0.18086	0.39098	0.01877	0.463524285714
BMP4	0.42332	0.32109	0.39685	0.71871	0.94271	0.01623	0.43002	0.464132857143
TCTA	0.42276	0.68814	0.18032	0.41202	0.34085	0.62177	0.5907	0.465222857143
CSNK1E	0.45059	0.77166	0.14844	0.22209	0.51669	0.50956	0.64775	0.466682857143
TGFB3	0.78001	0.74386	0.32723	0.39788	0.39551	0.60722	0.02864	0.468621428571
NUDT9	0.09132	0.88386	0.7803	0.12504	0.80523	0.07388	0.52362	0.469035714286
UBE2L6	0.61435	0.204	0.48908	0.14204	0.4012	0.79948	0.63571	0.469408571429
CTSD	0.59979	0.55789	0.58185	0.5886	1e-05	0.33159	0.62881	0.469791428571
SNAP25	0.06654	0.5779	0.80976	0.44976	0.00168	0.55539	0.82797	0.469857142857
FBXL12	0.78395	0.96516	0.31797	0.44446	0.64683	0.05095	0.10411	0.473347142857
TCEA2	0.34778	0.38342	0.42237	0.34146	0.54179	0.77179	0.50794	0.473792857143
VDAC1	0.68079	0.85168	0.0006	1.0	0.08662	0.51717	0.18099	0.473978571429
LSR	0.00013	0.27049	0.67995	0.63145	0.33937	0.43232	0.96781	0.474502857143
APP	0.27557	0.68584	0.75972	0.45892	0.30647	0.47812	0.35739	0.474575714286
SYK	0.18667	0.39033	0.87155	0.26259	0.95475	0.03748	0.62159	0.474994285714
TM9SF3	0.55164	0.68709	0.96357	0.25911	0.48131	0.17529	0.21265	0.475808571429
MEF2C	0.27395	0.98221	0.33848	0.24901	0.41123	0.40185	0.67417	0.475842857143
IL1B	0.70869	0.68172	0.33009	0.47131	0.5293	0.55407	0.05599	0.475881428571
MTFR1	0.813	0.6923	0.43363	0.1146	0.23499	0.73259	0.31537	0.47664
CD44	0.37908	0.27448	0.67098	0.5852	0.44728	0.33858	0.65413	0.478532857143
MAP7	0.94309	0.81622	0.03245	0.12677	0.03843	0.75703	0.6402	0.47917
EDN1	0.70669	0.00027	0.59814	0.19875	0.61858	0.69504	0.53898	0.479492857143
CDH3	0.0513	0.49072	0.95806	0.30218	0.45968	0.7187	0.37839	0.479861428571
RNF167	0.86814	0.01488	0.94017	0.17731	0.14128	0.35734	0.86866	0.481111428571
P4HTM	0.87281	0.11927	0.72158	0.3376	0.47449	0.3909	0.4633	0.48285
TIMM17B	0.50778	0.44533	0.29247	0.34162	0.18496	0.74653	0.86335	0.483148571429
SCRN1	6e-05	0.75824	0.29278	0.52246	0.70716	0.46711	0.63921	0.48386
PWP1	0.00157	0.58429	0.71902	0.36056	0.01424	0.76412	0.9445	0.484042857143
PAN2	0.05887	0.87398	0.40232	0.08819	0.29584	0.89696	0.77336	0.484217142857
VAT1	0.64102	0.30727	0.6397	0.4578	0.67372	0.62042	0.05998	0.485701428571
DUSP11	0.69481	0.19745	0.8066	0.58893	0.23563	0.77785	0.1255	0.489538571429
CERK	0.70218	0.43491	0.51257	0.32134	0.48143	0.03829	0.93629	0.489572857143
RPS5	0.26323	0.69795	0.00433	0.64875	0.49182	0.4622	0.86133	0.489944285714
TERF2IP	0.65911	0.42792	0.55588	0.08831	0.21401	0.78257	0.70836	0.49088
NFKB2	0.78855	0.67329	0.65786	0.01755	0.06913	0.52577	0.72076	0.493272857143
TRIM2	0.69838	0.65134	0.07181	0.68392	0.4738	0.30569	0.56923	0.493452857143
PAFAH1B1	0.54573	0.49855	0.66873	0.23747	0.5405	0.35889	0.6277	0.496795714286
WDR7	0.34234	0.28623	0.71805	0.36446	0.75303	0.03708	0.97648	0.49681
ISOC1	0.47773	0.52389	0.50388	0.8244	0.79244	0.36751	0.0002	0.498578571429
KDM3A	0.07008	0.49558	0.57218	0.24451	0.44336	0.82982	0.84517	0.5001
NFE2L2	0.13603	0.91203	0.39481	0.06106	0.48053	0.91839	0.60128	0.50059
FZD1	0.811	0.28372	0.77184	0.21501	0.37128	0.08805	0.96367	0.500652857143
RALGDS	0.12582	0.71083	0.47428	0.10536	0.51668	0.61242	0.96063	0.50086
ZFP36	0.78025	0.46296	0.37597	0.59452	0.78817	0.28637	0.21931	0.501078571429
MKNK1	0.63434	0.94183	0.16334	0.22425	0.53527	0.17817	0.83978	0.502425714286
HOOK2	0.27646	0.50569	0.83293	0.47042	0.6483	0.44051	0.34437	0.502668571429
