Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
morphogenesis of an epithelium (GO:0002009)	1/20	0.09815746693320680227312635679481900297105312347412109375	0.17849160434433131161569008327205665409564971923828125	0.1224607238566654265898847597782150842249393463134765625	0.2250541494280739740485586253271321766078472137451171875	-1.811646125782701	4.205160892771193	TIMELESS
positive regulation of chromosome organization (GO:2001252)	1/20	0.09815746693320680227312635679481900297105312347412109375	0.17849160434433131161569008327205665409564971923828125	0.1224607238566654265898847597782150842249393463134765625	0.2250541494280739740485586253271321766078472137451171875	-1.7921665048634998	4.1599451417866895	FEN1
heart trabecula morphogenesis (GO:0061384)	1/19	0.09348447262351554376547113633932895027101039886474609375	0.1731843715357888335848457472820882685482501983642578125	0.116981050308793743663926534281927160918712615966796875	0.219062075239502662693524825954227708280086517333984375	-1.752800251554769	4.154066352146884	POLR2D
regulation of cardiac muscle cell proliferation (GO:0060043)	1/19	0.09348447262351554376547113633932895027101039886474609375	0.1731843715357888335848457472820882685482501983642578125	0.116981050308793743663926534281927160918712615966796875	0.219062075239502662693524825954227708280086517333984375	-1.7513406977624293	4.150607268151131	POLR2D
nucleic acid-templated transcription (GO:0097659)	2/77	0.059899030256668241156692289450802491046488285064697265625	0.14124435402654722526705199925345368683338165283203125	0.086154543581630604887067192976246587932109832763671875	0.1958315447858774704936735133742331527173519134521484375	-1.4734262486479839	4.1478348114556765	POLR2D;E2F1
regulation of oxidative stress-induced intrinsic apoptotic signaling pathway (GO:1902175)	1/19	0.09348447262351554376547113633932895027101039886474609375	0.1731843715357888335848457472820882685482501983642578125	0.116981050308793743663926534281927160918712615966796875	0.219062075239502662693524825954227708280086517333984375	-1.7297437607483015	4.099423392931896	SFPQ
positive regulation of gene expression (GO:0010628)	8/772	0.0458073728735688134872106047623674385249614715576171875	0.1251102555558737117191725474185659550130367279052734375	0.11005860955413059032448330754050402902066707611083984375	0.2121875252888225371616925940543296746909618377685546875	-1.312829963455811	4.047862044818231	BLM;CHEK2;TAF1A;E2F1;CD3EAP;MYBL2;BRCA1;HNRNPAB
nuclear transport (GO:0051169)	1/23	0.11203379489272617675066356923707644455134868621826171875	0.1945109353539542229594161426575738005340099334716796875	0.138698784280187670248096765135414898395538330078125	0.24263508844964476462990887739579193294048309326171875	-1.846778107171832	4.042513641721164	NXT1
telomere maintenance via telomerase (GO:0007004)	1/21	0.1028066051199767461099554566317237913608551025390625	0.184517828929620597566696460489765740931034088134765625	0.1279067681847655679749919954701908864080905914306640625	0.2319778919046535659020946695818565785884857177734375	-1.7749271304810161	4.037791803414074	PTGES3
diterpenoid metabolic process (GO:0016101)	2/63	0.041860485703513160282707161741200252436101436614990234375	0.1230876409409684957285691098149982281029224395751953125	0.061440226093874283908036204593372531235218048095703125	0.172582098499459879459294597836560569703578948974609375	-1.2553868793097427	3.983860991341799	POLR2D;E2F1
cellular response to unfolded protein (GO:0034620)	1/23	0.11203379489272617675066356923707644455134868621826171875	0.1945109353539542229594161426575738005340099334716796875	0.138698784280187670248096765135414898395538330078125	0.24263508844964476462990887739579193294048309326171875	-1.8154137323257518	3.973858445578784	HSPA14
prostaglandin biosynthetic process (GO:0001516)	1/19	0.09348447262351554376547113633932895027101039886474609375	0.1731843715357888335848457472820882685482501983642578125	0.116981050308793743663926534281927160918712615966796875	0.219062075239502662693524825954227708280086517333984375	-1.66862637711636	3.9545776430231427	PTGES3
histone mRNA metabolic process (GO:0008334)	1/25	0.1211669995337315841599235000103362835943698883056640625	0.2042107236044110318839983619909617118537425994873046875	0.1493587165853493547995611834267037920653820037841796875	0.255462557327911898852335070841945707798004150390625	-1.8719333907684501	3.950875515506481	NCBP1
mitotic spindle checkpoint (GO:0071174)	1/18	0.0887875009768270551102631316098268143832683563232421875	0.1662660248644647620341885385641944594681262969970703125	0.111467542228426308437150282770744524896144866943359375	0.2121875252888225371616925940543296746909618377685546875	-1.6314687099820233	3.9506168066778855	TRIP13
tRNA processing (GO:0008033)	2/63	0.041860485703513160282707161741200252436101436614990234375	0.1230876409409684957285691098149982281029224395751953125	0.061440226093874283908036204593372531235218048095703125	0.172582098499459879459294597836560569703578948974609375	-1.2432269463702947	3.945272502571361	POP1;RPP30
regulation of proteolysis involved in cellular protein catabolic process (GO:1903050)	1/24	0.11661208588757689119663751853295252658426761627197265625	0.2019522590183349119996591980452649295330047607421875	0.1440451605459665274100444776195217855274677276611328125	0.2513515301446032079724091090611182153224945068359375	-1.8353578251662048	3.944004758062677	UCHL5
mitotic spindle assembly checkpoint (GO:0007094)	1/18	0.0887875009768270551102631316098268143832683563232421875	0.1662660248644647620341885385641944594681262969970703125	0.111467542228426308437150282770744524896144866943359375	0.2121875252888225371616925940543296746909618377685546875	-1.625487409537545	3.9361330314653	TRIP13
primary alcohol metabolic process (GO:0034308)	1/20	0.09815746693320680227312635679481900297105312347412109375	0.17849160434433131161569008327205665409564971923828125	0.1224607238566654265898847597782150842249393463134765625	0.2250541494280739740485586253271321766078472137451171875	-1.6865477814221923	3.9147848320336376	POLR2D
cellular response to organic cyclic compound (GO:0071407)	3/136	0.03324350251709189130178145887839491479098796844482421875	0.1104387511505312280402080205021775327622890472412109375	0.05523471622407831460588312211257289163768291473388671875	0.1659442996123396130148108795765438117086887359619140625	-1.1397596235578367	3.8796231597585615	BLM;RAD51;BRCA1
negative regulation of lipid biosynthetic process (GO:0051055)	1/18	0.0887875009768270551102631316098268143832683563232421875	0.1662660248644647620341885385641944594681262969970703125	0.111467542228426308437150282770744524896144866943359375	0.2121875252888225371616925940543296746909618377685546875	-1.599079074555725	3.8721850002359997	BRCA1
regulation of nuclear division (GO:0051783)	1/22	0.10743200777504259557648680356578552164137363433837890625	0.1893763198279450055139250252977944910526275634765625	0.1333193873762057446441531283198855817317962646484375	0.2374322079303045895937174236678401939570903778076171875	-1.7210726843064827	3.839536090137334	PKMYT1
purine nucleotide metabolic process (GO:0006163)	1/21	0.1028066051199767461099554566317237913608551025390625	0.184517828929620597566696460489765740931034088134765625	0.1279067681847655679749919954701908864080905914306640625	0.2319778919046535659020946695818565785884857177734375	-1.6558674700901472	3.76694230622191	PPAT
RNA-dependent DNA biosynthetic process (GO:0006278)	1/22	0.10743200777504259557648680356578552164137363433837890625	0.1893763198279450055139250252977944910526275634765625	0.1333193873762057446441531283198855817317962646484375	0.2374322079303045895937174236678401939570903778076171875	-1.6872700526089561	3.764125896525103	PTGES3
synapsis (GO:0007129)	1/21	0.1028066051199767461099554566317237913608551025390625	0.184517828929620597566696460489765740931034088134765625	0.1279067681847655679749919954701908864080905914306640625	0.2319778919046535659020946695818565785884857177734375	-1.6490779286774653	3.7514967399255412	TRIP13
positive regulation of histone acetylation (GO:0035066)	1/22	0.10743200777504259557648680356578552164137363433837890625	0.1893763198279450055139250252977944910526275634765625	0.1333193873762057446441531283198855817317962646484375	0.2374322079303045895937174236678401939570903778076171875	-1.6734321535843748	3.73325496748124	BRCA1
cellular response to hexose stimulus (GO:0071331)	1/22	0.10743200777504259557648680356578552164137363433837890625	0.1893763198279450055139250252977944910526275634765625	0.1333193873762057446441531283198855817317962646484375	0.2374322079303045895937174236678401939570903778076171875	-1.6641065954809846	3.7124506067908793	TRA2B
retinoid metabolic process (GO:0001523)	2/76	0.058534498239362665883422920387602061964571475982666015625	0.14124435402654722526705199925345368683338165283203125	0.0843017137522925896764292019724962301552295684814453125	0.1928890205391860235284440250325133092701435089111328125	-1.3054945968018221	3.705175109973163	POLR2D;E2F1
embryonic skeletal system development (GO:0048706)	1/22	0.10743200777504259557648680356578552164137363433837890625	0.1893763198279450055139250252977944910526275634765625	0.1333193873762057446441531283198855817317962646484375	0.2374322079303045895937174236678401939570903778076171875	-1.647587340075239	3.6755978475257387	POLR2D
regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043516)	1/26	0.12569865405767599586539517986238934099674224853515625	0.20829201427782761957274715314269997179508209228515625	0.154639651646133080564737838358269073069095611572265625	0.25999026590627238864072978685726411640644073486328125	-1.7605747762995112	3.6511994630947715	EEF1E1
histone ubiquitination (GO:0016574)	1/22	0.10743200777504259557648680356578552164137363433837890625	0.1893763198279450055139250252977944910526275634765625	0.1333193873762057446441531283198855817317962646484375	0.2374322079303045895937174236678401939570903778076171875	-1.6288489532118895	3.6337944342888497	UBE2N
DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)	2/63	0.041860485703513160282707161741200252436101436614990234375	0.1230876409409684957285691098149982281029224395751953125	0.061440226093874283908036204593372531235218048095703125	0.172582098499459879459294597836560569703578948974609375	-1.1417702473268685	3.6233084990510687	CHEK2;E2F1
negative regulation of cell cycle G2/M phase transition (GO:1902750)	2/70	0.05058551931468917295386944488200242631137371063232421875	0.1334144803299626425019397402138565666973590850830078125	0.0734560635737643019549381051547243259847164154052734375	0.186610808564232122375159406146849505603313446044921875	-1.205249335926311	3.5965723982781794	BRCA1;DTL
regulation of transcription from RNA polymerase III promoter (GO:0006359)	1/23	0.11203379489272617675066356923707644455134868621826171875	0.1945109353539542229594161426575738005340099334716796875	0.138698784280187670248096765135414898395538330078125	0.24263508844964476462990887739579193294048309326171875	-1.6405069871735258	3.5909955014269705	BRCA1
prostaglandin metabolic process (GO:0006693)	1/26	0.12569865405767599586539517986238934099674224853515625	0.20829201427782761957274715314269997179508209228515625	0.154639651646133080564737838358269073069095611572265625	0.25999026590627238864072978685726411640644073486328125	-1.7274560881330976	3.582515679776135	PTGES3
vacuolar acidification (GO:0007035)	1/21	0.1028066051199767461099554566317237913608551025390625	0.184517828929620597566696460489765740931034088134765625	0.1279067681847655679749919954701908864080905914306640625	0.2319778919046535659020946695818565785884857177734375	-1.5688786029328834	3.569050838587018	CLN6
cellular response to fibroblast growth factor stimulus (GO:0044344)	2/95	0.0861950022834000739724302775357500649988651275634765625	0.1662660248644647620341885385641944594681262969970703125	0.1214078021365903037320777002605609595775604248046875	0.2250541494280739740485586253271321766078472137451171875	-1.4508413540820038	3.556219746895839	NCBP1;POLR2D
negative regulation of cell cycle G1/S phase transition (GO:1902807)	1/23	0.11203379489272617675066356923707644455134868621826171875	0.1945109353539542229594161426575738005340099334716796875	0.138698784280187670248096765135414898395538330078125	0.24263508844964476462990887739579193294048309326171875	-1.6210576565713182	3.548421797538865	RBL1
regulation of cell cycle G1/S phase transition (GO:1902806)	1/25	0.1211669995337315841599235000103362835943698883056640625	0.2042107236044110318839983619909617118537425994873046875	0.1493587165853493547995611834267037920653820037841796875	0.255462557327911898852335070841945707798004150390625	-1.6801785617915272	3.546160549407151	E2F1
negative regulation of cellular amide metabolic process (GO:0034249)	2/76	0.058534498239362665883422920387602061964571475982666015625	0.14124435402654722526705199925345368683338165283203125	0.0843017137522925896764292019724962301552295684814453125	0.1928890205391860235284440250325133092701435089111328125	-1.2484851306744371	3.5433743216393676	SYNCRIP;TYMS
chaperone-mediated protein complex assembly (GO:0051131)	1/18	0.0887875009768270551102631316098268143832683563232421875	0.1662660248644647620341885385641944594681262969970703125	0.111467542228426308437150282770744524896144866943359375	0.2121875252888225371616925940543296746909618377685546875	-1.4443799221386262	3.4975795494673187	PTGES3
fibroblast growth factor receptor signaling pathway (GO:0008543)	2/79	0.06266078537791817948399142323978594504296779632568359375	0.1442850163605273461353561970099690370261669158935546875	0.089896946978819280982264672275050543248653411865234375	0.1972025090868702312807414500639424659311771392822265625	-1.2501280796696357	3.4628791076483756	NCBP1;POLR2D
signal transduction involved in mitotic G1 DNA damage checkpoint (GO:0072431)	2/64	0.043068841987707016938369264380526146851480007171630859375	0.1251102555558737117191725474185659550130367279052734375	0.06311185516780433435446440171290305443108081817626953125	0.1765598863196469470171479088094201870262622833251953125	-1.0982723207098433	3.454017539300729	CHEK2;E2F1
DNA geometric change (GO:0032392)	1/25	0.1211669995337315841599235000103362835943698883056640625	0.2042107236044110318839983619909617118537425994873046875	0.1493587165853493547995611834267037920653820037841796875	0.255462557327911898852335070841945707798004150390625	-1.6356893347478487	3.4522622308571935	BLM
anaphase-promoting complex-dependent catabolic process (GO:0031145)	2/80	0.064057716868288705480694034122279845178127288818359375	0.1442850163605273461353561970099690370261669158935546875	0.091786083337555834926746456403634510934352874755859375	0.2000762889156185442285362796610570512712001800537109375	-1.251040305419787	3.4378221988369746	SKP2;ANAPC10
positive regulation of histone methylation (GO:0031062)	1/25	0.1211669995337315841599235000103362835943698883056640625	0.2042107236044110318839983619909617118537425994873046875	0.1493587165853493547995611834267037920653820037841796875	0.255462557327911898852335070841945707798004150390625	-1.6271783449876358	3.434299059078657	BRCA1
positive regulation of vascular endothelial growth factor production (GO:0010575)	1/25	0.1211669995337315841599235000103362835943698883056640625	0.2042107236044110318839983619909617118537425994873046875	0.1493587165853493547995611834267037920653820037841796875	0.255462557327911898852335070841945707798004150390625	-1.6166380093600927	3.412052779290365	BRCA1
positive regulation of double-strand break repair (GO:2000781)	1/16	0.07932113781034370869615912624794873408973217010498046875	0.159334029729498560801204121162299998104572296142578125	0.10033819502190945149866507790648029185831546783447265625	0.204524167434039616519925175452954135835170745849609375	-1.3407799856768539	3.397872524566656	TIMELESS
microtubule polymerization (GO:0046785)	1/28	0.134692655552884676950498032965697348117828369140625	0.2164479650861472481704339543284731917083263397216796875	0.1651044497187903192791935680361348204314708709716796875	0.26907352536717954460954160822439007461071014404296875	-1.6927029749457494	3.3934627446849097	TUBG1
respiratory tube development (GO:0030323)	1/26	0.12569865405767599586539517986238934099674224853515625	0.20829201427782761957274715314269997179508209228515625	0.154639651646133080564737838358269073069095611572265625	0.25999026590627238864072978685726411640644073486328125	-1.6118495603987257	3.342763016227705	POLR2D
snRNA transcription (GO:0009301)	2/71	0.051881234132313609752618077664010343141853809356689453125	0.1357951999448057112118704026215709745883941650390625	0.0752302274749316601809567828240687958896160125732421875	0.1883018982024617649084774484435911290347576141357421875	-1.1163247405332932	3.302979556556842	NCBP1;POLR2D
transcription from RNA polymerase II promoter (GO:0006366)	6/486	0.039743528057574036005394901849285815842449665069580078125	0.12106537120592904266391798273616586811840534210205078125	0.08478679222042929952696255213595577515661716461181640625	0.1933586581660615422162408094663987867534160614013671875	-1.0209104522801213	3.2927509219114914	NCBP1;POLR2D;TAF1A;SRSF2;SRSF3;TRIP13
regulation of protein catabolic process (GO:0042176)	2/92	0.08160065704319074963990487958653829991817474365234375	0.1629654740371237198193199446905055083334445953369140625	0.11530641047359525830362514398075290955603122711181640625	0.2182924099650803417826949726077145896852016448974609375	-1.3066619143234592	3.2743875653427326	CHEK2;DTL
nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway (GO:0035872)	1/26	0.12569865405767599586539517986238934099674224853515625	0.20829201427782761957274715314269997179508209228515625	0.154639651646133080564737838358269073069095611572265625	0.25999026590627238864072978685726411640644073486328125	-1.5704111859986223	3.2568253029320564	UBE2N
negative regulation of G1/S transition of mitotic cell cycle (GO:2000134)	1/25	0.1211669995337315841599235000103362835943698883056640625	0.2042107236044110318839983619909617118537425994873046875	0.1493587165853493547995611834267037920653820037841796875	0.255462557327911898852335070841945707798004150390625	-1.5234469510818494	3.215365080768943	RBL1
cellular response to topologically incorrect protein (GO:0035967)	1/28	0.134692655552884676950498032965697348117828369140625	0.2164479650861472481704339543284731917083263397216796875	0.1651044497187903192791935680361348204314708709716796875	0.26907352536717954460954160822439007461071014404296875	-1.6019894792344043	3.211603982283638	HSPA14
snRNA transcription from RNA polymerase II promoter (GO:0042795)	2/71	0.051881234132313609752618077664010343141853809356689453125	0.1357951999448057112118704026215709745883941650390625	0.0752302274749316601809567828240687958896160125732421875	0.1883018982024617649084774484435911290347576141357421875	-1.0836538966488327	3.2063131247134686	NCBP1;POLR2D
signal transduction in response to DNA damage (GO:0042770)	1/26	0.12569865405767599586539517986238934099674224853515625	0.20829201427782761957274715314269997179508209228515625	0.154639651646133080564737838358269073069095611572265625	0.25999026590627238864072978685726411640644073486328125	-1.5453955087828293	3.2049460936824308	CHEK2
cellular response to glucose stimulus (GO:0071333)	1/28	0.134692655552884676950498032965697348117828369140625	0.2164479650861472481704339543284731917083263397216796875	0.1651044497187903192791935680361348204314708709716796875	0.26907352536717954460954160822439007461071014404296875	-1.5965809755056781	3.2007612318545444	TRA2B
cytoplasmic pattern recognition receptor signaling pathway (GO:0002753)	1/25	0.1211669995337315841599235000103362835943698883056640625	0.2042107236044110318839983619909617118537425994873046875	0.1493587165853493547995611834267037920653820037841796875	0.255462557327911898852335070841945707798004150390625	-1.5156968756081228	3.1990078836680866	UBE2N
telomere capping (GO:0016233)	1/20	0.09815746693320680227312635679481900297105312347412109375	0.17849160434433131161569008327205665409564971923828125	0.1224607238566654265898847597782150842249393463134765625	0.2250541494280739740485586253271321766078472137451171875	-1.3751030371508128	3.1918648090609945	DCLRE1B
chromatin remodeling at centromere (GO:0031055)	1/33	0.156778785494664674171616525200079195201396942138671875	0.2355090016887245452092969344448647461831569671630859375	0.190709294989523048258206472382880747318267822265625	0.28835913093601839296553634994779713451862335205078125	-1.7212471982779112	3.189332458092731	MIS18A
protein modification by small protein removal (GO:0070646)	4/262	0.04656709740821605991722975659286021254956722259521484375	0.1266845051538476318864212544212932698428630828857421875	0.08321781661520699646672483140719123184680938720703125	0.1920639354572794832431981149056809954345226287841796875	-1.0398806940619454	3.189169598755311	BRCA1;SKP2;CDC25A;UCHL5
regulation of histone acetylation (GO:0035065)	1/27	0.1302071670616354037708362056946498341858386993408203125	0.2132065223686968324923185491570620797574520111083984375	0.1598881637401670108289408744894899427890777587890625	0.264946573487902681254269054988981224596500396728515625	-1.5591874047879035	3.178603886737753	BRCA1
regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900739)	1/31	0.148012135504940633978776531876064836978912353515625	0.2262751894555618814575126407362404279410839080810546875	0.1805619016823624967127415175127680413424968719482421875	0.2778803431236358534306418732739984989166259765625	-1.6635207178150482	3.178091473914407	E2F1
nucleotide biosynthetic process (GO:0009165)	1/27	0.1302071670616354037708362056946498341858386993408203125	0.2132065223686968324923185491570620797574520111083984375	0.1598881637401670108289408744894899427890777587890625	0.264946573487902681254269054988981224596500396728515625	-1.5551424107977714	3.170357646690288	PPAT
regulation of vascular endothelial growth factor production (GO:0010574)	1/28	0.134692655552884676950498032965697348117828369140625	0.2164479650861472481704339543284731917083263397216796875	0.1651044497187903192791935680361348204314708709716796875	0.26907352536717954460954160822439007461071014404296875	-1.5799114767962752	3.1673428922638402	BRCA1
organelle fission (GO:0048285)	1/29	0.1391552359902278601655467582531855441629886627197265625	0.21804142419330485580530876177363097667694091796875	0.170288705242892579594382596042123623192310333251953125	0.27050458694905465950597545088385231792926788330078125	-1.6012746910572946	3.157978162625039	TUBG1
negative regulation of gene expression, epigenetic (GO:0045814)	1/26	0.12569865405767599586539517986238934099674224853515625	0.20829201427782761957274715314269997179508209228515625	0.154639651646133080564737838358269073069095611572265625	0.25999026590627238864072978685726411640644073486328125	-1.5050563148547609	3.1212879354521874	EED
response to gamma radiation (GO:0010332)	1/27	0.1302071670616354037708362056946498341858386993408203125	0.2132065223686968324923185491570620797574520111083984375	0.1598881637401670108289408744894899427890777587890625	0.264946573487902681254269054988981224596500396728515625	-1.5276929957987537	3.1143984868506	TMEM109
nucleotide-binding oligomerization domain containing signaling pathway (GO:0070423)	1/29	0.1391552359902278601655467582531855441629886627197265625	0.21804142419330485580530876177363097667694091796875	0.170288705242892579594382596042123623192310333251953125	0.27050458694905465950597545088385231792926788330078125	-1.5778951026838464	3.111869752901932	UBE2N
transcription from RNA polymerase III promoter (GO:0006383)	1/28	0.134692655552884676950498032965697348117828369140625	0.2164479650861472481704339543284731917083263397216796875	0.1651044497187903192791935680361348204314708709716796875	0.26907352536717954460954160822439007461071014404296875	-1.5496276501125703	3.1066310963145596	POLR3K
negative regulation of organelle assembly (GO:1902116)	1/28	0.134692655552884676950498032965697348117828369140625	0.2164479650861472481704339543284731917083263397216796875	0.1651044497187903192791935680361348204314708709716796875	0.26907352536717954460954160822439007461071014404296875	-1.5443464597093823	3.096043578512518	BRCA1
positive regulation of protein ubiquitination (GO:0031398)	2/84	0.06974912196314898837901097294889041222631931304931640625	0.1496967711489715913142362069265800528228282928466796875	0.099457193733157367443453722444246523082256317138671875	0.204524167434039616519925175452954135835170745849609375	-1.1595324807205596	3.0876615842520416	UBE2N;BRCA1
regulation of mitotic cell cycle (GO:0007346)	3/166	0.0544343053289357559076933057440328411757946014404296875	0.1362924055342450702088541447665193118155002593994140625	0.08755097370960403246886727401943062432110309600830078125	0.196012965723847798482637472261558286845684051513671875	-1.0547300508222541	3.07006679286446	RBL1;PKMYT1;EIF4E
protein catabolic process (GO:0030163)	2/82	0.0668829675453029570686425131498253904283046722412109375	0.148128623633988265595462507917545735836029052734375	0.09559914868467282722530597993682022206485271453857421875	0.2038858387071262878720290245837531983852386474609375	-1.1335946081051878	3.0661590975260338	CHEK2;CLN6
protein export from nucleus (GO:0006611)	1/29	0.1391552359902278601655467582531855441629886627197265625	0.21804142419330485580530876177363097667694091796875	0.170288705242892579594382596042123623192310333251953125	0.27050458694905465950597545088385231792926788330078125	-1.547039689072471	3.051017781077442	CSE1L
mitotic sister chromatid segregation (GO:0000070)	2/83	0.06831100219902552783679539061267860233783721923828125	0.1496967711489715913142362069265800528228282928466796875	0.09752265346566470205491583556067780591547489166259765625	0.204524167434039616519925175452954135835170745849609375	-1.133868241973182	3.0429445568700046	DSN1;TUBG1
protein modification process (GO:0036211)	2/85	0.07119718747658550228596396891589392907917499542236328125	0.1523134877595064551325521051694522611796855926513671875	0.1014025626765561460818076966461376287043094635009765625	0.206085796498530260389969726020353846251964569091796875	-1.1499579533197715	3.0385361575137275	UBE2N;SEPHS1
lung development (GO:0030324)	1/30	0.1435950242170324908652645490292343311011791229248046875	0.2224756989550884522799378828494809567928314208984375	0.1754411247911556170908653484730166383087635040283203125	0.275522311887928472717845806982950307428836822509765625	-1.565379120818802	3.0380224795293977	POLR2D
regulation of mRNA processing (GO:0050684)	1/29	0.1391552359902278601655467582531855441629886627197265625	0.21804142419330485580530876177363097667694091796875	0.170288705242892579594382596042123623192310333251953125	0.27050458694905465950597545088385231792926788330078125	-1.5392987980178896	3.035751465406465	SRSF3
female gamete generation (GO:0007292)	1/26	0.12569865405767599586539517986238934099674224853515625	0.20829201427782761957274715314269997179508209228515625	0.154639651646133080564737838358269073069095611572265625	0.25999026590627238864072978685726411640644073486328125	-1.4637176011609934	3.0355569052934124	TRIP13
positive regulation of fibroblast proliferation (GO:0048146)	1/29	0.1391552359902278601655467582531855441629886627197265625	0.21804142419330485580530876177363097667694091796875	0.170288705242892579594382596042123623192310333251953125	0.27050458694905465950597545088385231792926788330078125	-1.5322881058817401	3.02192522260472	E2F1
CENP-A containing nucleosome assembly (GO:0034080)	1/31	0.148012135504940633978776531876064836978912353515625	0.2262751894555618814575126407362404279410839080810546875	0.1805619016823624967127415175127680413424968719482421875	0.2778803431236358534306418732739984989166259765625	-1.5794842641096032	3.017543105529751	MIS18A
striated muscle tissue development (GO:0014706)	1/30	0.1435950242170324908652645490292343311011791229248046875	0.2224756989550884522799378828494809567928314208984375	0.1754411247911556170908653484730166383087635040283203125	0.275522311887928472717845806982950307428836822509765625	-1.5471470820066495	3.0026384993661774	POLR2D
aminoglycan metabolic process (GO:0006022)	1/31	0.148012135504940633978776531876064836978912353515625	0.2262751894555618814575126407362404279410839080810546875	0.1805619016823624967127415175127680413424968719482421875	0.2778803431236358534306418732739984989166259765625	-1.5674212577515796	2.994497202196149	CLN6
CENP-A containing chromatin organization (GO:0061641)	1/31	0.148012135504940633978776531876064836978912353515625	0.2262751894555618814575126407362404279410839080810546875	0.1805619016823624967127415175127680413424968719482421875	0.2778803431236358534306418732739984989166259765625	-1.5638161765069467	2.9876098350334575	MIS18A
apoptotic process (GO:0006915)	3/232	0.11790966620902228190193028467547264881432056427001953125	0.2036889483760860042327323071731370873749256134033203125	0.178727699773982673381311769844614900648593902587890625	0.2778803431236358534306418732739984989166259765625	-1.3847621600383453	2.9603950733385402	CSE1L;BRCA1;MCM2
negative regulation of cellular protein metabolic process (GO:0032269)	2/90	0.07858190244487443798515613480049069039523601531982421875	0.159334029729498560801204121162299998104572296142578125	0.11128474447028692539962690943866618908941745758056640625	0.2121875252888225371616925940543296746909618377685546875	-1.1631331904218498	2.9585616981943486	SYNCRIP;TYMS
regulation of double-strand break repair via homologous recombination (GO:0010569)	1/28	0.134692655552884676950498032965697348117828369140625	0.2164479650861472481704339543284731917083263397216796875	0.1651044497187903192791935680361348204314708709716796875	0.26907352536717954460954160822439007461071014404296875	-1.4677449117411978	2.942475880539069	RAD51
production of miRNAs involved in gene silencing by miRNA (GO:0035196)	1/29	0.1391552359902278601655467582531855441629886627197265625	0.21804142419330485580530876177363097667694091796875	0.170288705242892579594382596042123623192310333251953125	0.27050458694905465950597545088385231792926788330078125	-1.4901069742673738	2.9387370642850335	NCBP1
positive regulation of phosphate metabolic process (GO:0045937)	1/29	0.1391552359902278601655467582531855441629886627197265625	0.21804142419330485580530876177363097667694091796875	0.170288705242892579594382596042123623192310333251953125	0.27050458694905465950597545088385231792926788330078125	-1.487898793619745	2.9343821673374406	PTGES3
lytic vacuole organization (GO:0080171)	1/29	0.1391552359902278601655467582531855441629886627197265625	0.21804142419330485580530876177363097667694091796875	0.170288705242892579594382596042123623192310333251953125	0.27050458694905465950597545088385231792926788330078125	-1.4775322543588387	2.9139376397427896	CLN6
respiratory system development (GO:0060541)	1/30	0.1435950242170324908652645490292343311011791229248046875	0.2224756989550884522799378828494809567928314208984375	0.1754411247911556170908653484730166383087635040283203125	0.275522311887928472717845806982950307428836822509765625	-1.4984588223389446	2.9081463566050796	POLR2D
negative regulation of translation (GO:0017148)	2/89	0.07708615917732010436314027401749626733362674713134765625	0.159334029729498560801204121162299998104572296142578125	0.10928826178722887696448395900006289593875408172607421875	0.2121875252888225371616925940543296746909618377685546875	-1.1329469163510986	2.903552081682892	SYNCRIP;TYMS
positive regulation of telomerase activity (GO:0051973)	1/36	0.1697615322592704589776957391222822479903697967529296875	0.24958557189607633031158684389083646237850189208984375	0.205697831630947403080966751076630316674709320068359375	0.304362316181979952744995898683555424213409423828125	-1.6204804579661676	2.8736961617787236	PTGES3
regulation of chromosome segregation (GO:0051983)	1/30	0.1435950242170324908652645490292343311011791229248046875	0.2224756989550884522799378828494809567928314208984375	0.1754411247911556170908653484730166383087635040283203125	0.275522311887928472717845806982950307428836822509765625	-1.475420912772408	2.863435343015034	CDC6
secondary alcohol metabolic process (GO:1902652)	1/32	0.1524066845599989783455185943239484913647174835205078125	0.2304442429561472660548560043025645427405834197998046875	0.1856512280835311001769838412656099535524845123291015625	0.28256607622405283120059493739972822368144989013671875	-1.5104882700248994	2.841534724797031	CLN6
DNA-templated transcription, initiation (GO:0006352)	3/187	0.07229019983405444993440625012226519174873828887939453125	0.15417446939917167636480144210509024560451507568359375	0.1139386909075442988470427962965914048254489898681640625	0.2162957016953656885771550832942011766135692596435546875	-1.0807444542640365	2.8391877752581167	POLR2D;TAF1A;CD3EAP
negative regulation of cellular metabolic process (GO:0031324)	1/35	0.165456096657538631600203871130361221730709075927734375	0.2437743343078021263092836079522385261952877044677734375	0.2007324086100423510270474025674047879874706268310546875	0.297652562981843893386013633062248118221759796142578125	-1.5659853091419504	2.817284925106218	BRCA1
global genome nucleotide-excision repair (GO:0070911)	1/33	0.156778785494664674171616525200079195201396942138671875	0.2355090016887245452092969344448647461831569671630859375	0.190709294989523048258206472382880747318267822265625	0.28835913093601839296553634994779713451862335205078125	-1.515470348931992	2.8080445260632065	UBE2N
